,content
11089,Excellent service. Best of the best. I recommend for any person in need of loan with little interest for longer period of due. You will enjoy Branch service.
11090,"I've been trying to pay back since yesterday but you guys refuse to send me a confirmation code to log in, but yet, my credit ratings keeps reducing. Fix it!"
11091,"everything was ok with Branch loan app and I have always made sure repayments are made, never defaulted for once, but now I have been trying to apply for over 2 months now, but never successful"
11092,Why isnt there a cancel loan application button? Because i applied and it was taking forever so i wanted to cancel and figure something else but couldnt. Otherwise its perfect and I still do love it.
11093,I believe you are doing a wonderful job. Keep it up. My only issue is legibility on loan consideration. How can one not qualify when he/she doesn't have an outstanding debt with you? Do something about this issue. Thanks.
11094,"This is the most ridiculous loan app I have ever come across, I have been doing business with you guys since March last year with no negative records ever since yet I have been unable to get a loan since December first week, the app kept encouraging me to try again next week which never comes. I hereby declare you guys liquidated!!! The customer service is very poor, my suggestion is for you guys to get loan from those that are serious in the business to revive your hailing company."
11095,Your customer care service is just useless. How can you not respond to chats to resolve an issue for over 2days. I have written to you in almost all your channels but no response.
11096,Dear branch u guys were doing well with your loaning system untill last month u took me back instead of increasing my credit limit..meanwhile i've never defaulted in my pymts for once.i was not happy at all.cos it didn't make sense 2 me.by right u are suppose to increase the loan limit of a customer who has never defaulted in his/her payments not to offer me a loan limit of 65000 after paying the sum of 70000 interest inclusive.so pissed!seriously if this repeat again will just ve 2 delete d app.
11097,Initially I was sceptical about this loan app but after i downloaded it. My fears turnded out to be mere illusions. I bet you will have a great experience as i did. Am giving it a 5 stars rating and nothing less.
11098,Branch is the best loan apps so far. Their interest rate is minimal when compared to others and their disbursement is as quick as bliniking of eyes. Thanks Branch.
11099,"Instead of going to my account it went to my wallet, which is good, the repayment bank need improvement in their network. Branch is the is first loan that has worked for me. Thanks 👍👍👍👍👍"
11100,"Have been trying to make payments since on Saturday, your app is not accepting my card, even ussd transaction is not going, check your db for my contacts and WhatsApp me. Thanks."
11101,"Yes, this is the best loan app have ever seen, I mean it is the best, they give convenient time with loan interest, you guys are the best ✊✊✊"
11102,Words can't even explain how happy I am your service is top notch ...like I say It to everyone that branch loan app is better than the rest no caping ..🥰🥰 the only thing am not so happy with is that my loan amount always add up very small and I always pay on time so pls make una look into that for me thanks
11103,The app is absolutely amazing. The verification is smooth and loans are so instant I was surprised for a moment. This is an easy 5 stars from me.
11104,"A very good app. Since I have been using this app, it has been a wonderful experience. Fast disbursement always. Thank you Branch for being there always"
11105,"very wonderful app. easy to use, low interest rate and long term repayment. I highly recommend Branch."
11106,It will be better if you can have a more convenient account for repayment. The WEMA virtual account really have me problem which I don't like. For days I can't make repayment
11107,Worst app do not go for it paying before due date of my loan for second time the app simply rejects for the third time and wants to wait for us for 3 months pathetic app worst experience still they want us to rate in Play Store and want to refer friends do not go for it smart coin is better
11108,"best app for financial management : free transaction, quick response for loan issues, highest interest paying app in Nigeria, in fact you need to try it and witness by your self. God bless BRANCH INTERNATIONAL. once again keep it up."
11109,"Am so much happy to use this app, because this App very good in time of giving loans and there interests is very lower and also ok on like others loan app,I recommend everyone to use this app,I have been using this app for over 2years but this is my first time get loans from them.so day are very good."
11110,"The best loan app I have seen so far. Amazingly wonderful. Instant payment, easy to use and easy to repay. Kudos guys."
11111,Very bad experience with branch app. First time higher amount when timely repayment then limit decrease what is this app. Very bad app. Limit increase where it's limit decrease very bad not high amount option
11112,"Branch app is wonderfully designed without stress. The interest rate on loan is moderate, and disbursement of loan is quick. I rate them 5 stars."
11113,"I will give this app 5 stars because immediately i applied for N5000 loan, it didn""t take up to 30 minutes, i got the alert & the interest is ok. I was able to pay back the loan on time and applied for another. Thank you Branch!"
11114,This appnis worth more than 5 stars abeg. My loan was overdue for a week and there was no call nor text from them in fact I was given time to pay back my loan. I love it
11115,So I have a habit of looking into comments before downloading an app if you are reading this then this app is awesome not only for their loans which are very flexible but you can download the app for savings too Edit on Feb 13 my loan has been rejected and I am told to wait for 90 days despite paying my previous loans frustrating but I'm yet to try the savings option
11116,To be sincere Branch is the best loan company you can transact with there mode of dealing with customers are 100% ok. I was really impress with the way they handle their customers. you guys should just try them I believe a trial will surely convince u.
11117,"This app is superb, I really appreciate your good work, I will always recommend this app to everyone that is looking for reliable loan app.... Keep up the good work...."
11118,The App was great but since I paid my last loan they have been telling me I am not eligible for a loan and keep on telling me after 7days I will get eligibility.After 7 days they increased it to another 7 days.I need clarification on the reasons.
11119,"This is actually among the best financial apps if not the best. I actually recommends it to anyone who desires a good, secure and efficient financial app."
11120,this app is miss behaving after i have re-applied the loan...why is this happening? i have downloaded it 3 times and its behaving the same......when i open it is unfornatly stops itself......its has really heartbroke me...
11121,The only problems I have with branch is their high rate interest in loan repayment every other stuff are fine and i wish you guys can increase the amount one can have in the branch wallet and the amount one can deposit and withdraw the limit there is low
11122,"Its a dup it dont work, always telling me to submit my details i.e ID photos and my self, I did so but from 2016 upto date it is still not submitted and cant access any loan.... Don't waste you bundle."
11123,"This app, honestly speaking is wonderful. Its my first time of using it but the experience was really encouraging; though the loan amount was small but i appreciate it."
11124,"Branch is one of the best and friendly loan apps now. Their services are superb. The customer service is friendly, no insults. The interest rate is moderate . My advice to users and potential users, pay on time and you will experience the best."
11125,I have taken loan 10 times and I have paid correctly And 2 days before only I have repaid And the amount is raised for 6500 and it was showing that please reapply after 7 days from 20 days it was showing like that only it was a fake app and while we are in use they will not help please take the loan in another app Fake App Fake App
11126,"Hi, My name is Mukesh Awasthi from India it is one of the best lending app which I seen & I used regularly from 18 August 2019,i happy with service of this app & it gives loan in low interest rates & many options for repayments like weekly, monthly, partially. Thanks"
11127,"Great app, awesome experience, i never get loan from any app all ask fees before loan and once you pay they just suggest some other apps, but Branch is 100% genuine you can start with 700 rs loan and pay on time you will get instant new high loans, this app rating is 4.3 it must be 5 star all the time thank you. I am happy so i shared this experience."
11128,"I recommend this loan app. It was easy and quick to get a loan. In addition the interest rate is not bad, compared to some other loan app."
11129,"This is great, i was surprised with the instant alert. Branch works based on trust. I commends the brain behind this. No lengthy or exhausting questions, no collateral. Just trust."
11130,"This is real, easy and credible. I was surprised as within two hours my wallet was credited. Really it's amazing. Thank you for the good job."
11131,"This is one of the best Apps. I have been using Branch for a while now, I can testify to their low interest charge, no penalty charges. I'm satisfied with their service."
11132,"They are the best when it comes to assisting someone with loan..quick approval, stress free and no calling of your contact details. Thanks."
11133,it is very good and helpfull to but right now am having a very big issuse am suppose to pay back my loan but i find it dufficult to login i have delete my app and restore it put yet still same issue pls is there no way for branch to remove the money authomatically in my acc. cause they said they will report.
11134,"I really love this branch loan app, apart from giving out loans it allows you to do your saving whichakes you more eligible yo have access yo loans, how i wish you should add more paybills to the app like that for yhe mpesa and other paybills. This is my forever bank"
11135,"After getting three loans, which I paid back on time, I have been requesting for a loan for the past two weeks your app keeps telling me that I should insert the phone number linked to my bvn, I have been to the bank to confirm the number which is still the same number am using on my phone!"
11136,Best fast loan app I've come across in recent time. It so comfortable and less stressful to use. It's an app everyone should get. Thumbs up.
11137,This seem like a scam .....I keep applying for a loan but they keep telling me to wait for 7 days it is now 4 months and they have never considered my request. I had to uninstal the app because it's not even helping
11138,"Very unreliable people. I have been repaying faithfully and the amount borrowable reached 15,000. I was to pay part of the amount but decided to pay all so as to apply for another loan. Application was deferred by seven days. On expiry I appply am told to wait another seven days."
11139,"Branch, I've been trying to repay my loan since yesterday but the bank transfer wasn't working well, until this afternoon that it went through. Thanks so much, you're still the best out of them all."
11140,this is the best loan app have ever come across... you are the best. got credited less than 5sec without guarantor contact.. with very low interest rate
11141,"Very reliable, fair and trusted. I prefer it to all other loan apps. Kudos to the managements."
11142,very good app. the only thing and a request. if you can make a monthly deadline instead of weekly.
11143,My experience is very bad because I have taken loan from this app 4 times continuously and have repaid on time but every time charge too much processing fees which is wrong.... My Principal loan is Rs.5500 Repayment Time :31 days Processing fees :500 GST: 90 Interest : 165 Disbursement Amount : 4910 Total amount Repayment :5665 This is not fair...
11144,the best app ever...it's very convenient and reliable...I love it.. they take short times to approve loans ..go for it guys and you can do withdrawals anytime anywhere.. this app is just mwaaaaaaahh 🧡
11145,"This app is a yes for for me, I have been using it for almost a year now. The problem am having it s that I have being trying to pay since morning and it's not working"
11146,"Best App ever.. been using this over 3years now... I quit collecting loan like 2yeara back..and now I'm back, and my record still intact with good credit limit and best interest rate ever.. kudos Branch App"
11147,"I could not imagine what I saw when I installed branch. it was very fast, long duration of repayment and the lowest interest so far. You are wonderful! Pls kindly keep it up."
11148,"Simply Awesome, guys really it's a wonderful app for your urgent need & it's a very genuine app where others apps are sucking unnecessary extra charges. Charges are very minimal & Process is like rocket. I will give 5 rating for this Zem...."
11149,FRAUD... FRAUD.... FRAUD..... BEWARE....... BEWARE.... BEWARE....... Worst application. I have cleared all my payment in time with interest. Now they are demanding me money and they showed me 7500 payment pending. My cibil is also getting low as it is showing payment pending in it. Pls don't install this application. They are FRAUDS.. ALSO NO CUSTOMER SUPPORT.
11150,"Branch u guys are d best loan app out there....I recommend everyone to plsss trade with branch...very low interest rate,,,u can choose a time that is convenient for u to pay back and is so fast and easy to operate...their customer care are always available to reply your chats.... branch u are d best"
11151,"They are very fast in loan disbursement. I said to try it even though it was not an urgent need thinking it will take me some days when its close to urgency, Imagine my surprise to get a message that it is approved."
11152,"This is the best App to use when in need of money, easy registration,easy to use and fater disbursement, the best up for emergency loans,,thank you so much , your services are awesome."
11153,"This app sucks. I tried paying my loan via another debit card, I just couldn't until I ran out of time. And now, they keep texting me on a daily basis that I'm thirteen days late to pay my loan."
11154,You guys are the best. I swear. Very fast and reliable. Even though your loan amount was small I was also grateful for the little given. Una try Abeg. E no easy
11155,"This is the best bank App I have ever seen in my life..... The best this about them is many ( you can take a loan, even the Customer service attend so fast in everything) please I assure every body to use this app because is very good and trust am so happy for everything about this app ..... If I can even rate 10 star ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐ yes is my best"
11156,"Very nice app indeed, it offers loan with low interest and also gives time that one can be able to repay the loan."
11157,"These guys are quite vindictive, I repaid their loan of 5k late, since then they have never offered me a loan. I bet they're the main reason why my credit score is low despite the fact that I'm clean with no loans anywhere. But they're better than most loan apps, that I can testify."
11158,"I would highly recommend this app. Very user friendly and well designed loan offers. Moreover, repaying loan procedure is extremely convenient."
11159,This is the worst application i have seen Till today i am one of the existing customer without default and i appliying since 4 month all the time it reject due to no reason and wasting my phone storage data by keeping it installed every day and month waste such a waste and now i am getting it uninstalled with no reason thank you
11160,"I've used the app for quite sometime but for the last 3months ,no loan increment. Its abit demoralising especially if you pay the loan before expiry date. Work on that pliz."
11161,"Wow branch is the loan app i have used quite easy and clear to use, importantly a good one to deal with if one is cash trapped and need of short term loan. any star rating beyond 5* could have given you.Branch is excellent"
11162,Easily the best loaning and online banking app u can find around by a far cry.. The app is user friendly and your loan is disburse almost immediately with a very fair intrest rate and enough time to back. 5 🌟🤩
11163,It's very good platform for the personal loan . Excellent service and no any other apps for comparison with this website. I want to say u everyone that Best and better than other loan apps.I shall always your pleasure Branch Team.So again Thank you...... Again Thanks
11164,"Dear friends,pls opt for other platforms it's worst app. I have taken 3times loan and paid on time. But now they are giving credit limit again as fresh memeber. They have looted my hard earned money. Don't use this app. Please"
11165,"Very bad experience I found through this loan aap, they showed the ad and installed and when I applied, it says that we only give limited loan, if you do not have the capacity So why do you spend unnecessarily on ads?"
11166,"Good and very easy, but for three days now I deposited 3500 to my wallet account and the money was not there and complained and I was told that after 48 hours they're going to confirm it, now is about 72 hours now, nothing as been done about it, all my messages to them, was not replied, abeg do something about it"
11167,"I really believe that u guys at Branch International are great but u can improve and become much more greater especially in the area of fast, smooth and easy network assess ability and promptness on the mobile App.Tnx"
11168,I used to love this app and i repay my loans promptly. But now i cannot get loans anymore i apply for a loan and i keep hearing i should try after 30 days and after 30 days when i apply again i am told to try after another 30days. This has been going on for a year now and soni deleted the app . Good riddance
11169,The app is good and gives out loans but there is an issue with the customer service... In short very poor and need to work on professionalism and etiquette.
11170,"I advice any nigerian to avoid this application it's a pure scam and cheat. I repaid my initial principal loan of 1000naira more than 3 weeks ahead of time so I can be eligible for a bigger loan option. Only to find out its all a scam and its still the same 1000 principal loan option I'm limited to. Its a scam and a dubious app that preys on desperate people, its pure evil"
11171,I have never seen a loan app so easy and convenient combined with low interest rates. Lovely all the way.
11172,"Branch loaning app is quite exemplary, not unlike some other loaning apps. The professionalism is superb. The interest rate is considerate. There is no customer harassment. I love this app's deal."
11173,"This is the best loan application in Tanzania, doesn't have any complications and loan approval is immediate..The more times you get the loan and pay back, the more the money increases.. Big up Branch😊😊"
11174,This is a good innovation. But I think the rate is high (20% per month is rather too high). Let your rate reflect actual market condition.
11175,"This App is very good and fast with no stress but I find it difficult to repay my loan, if they can assist people on how to repay, easily. thanks"
11176,"This is fantastic. I thought it was a scam but i tried it it was real. Just repaid my loan, it was very fast no stress in repayment. Kudos to branch"
11177,"In beginning stage the app is good, I paid the loan amount in time... But they are not giving the loan once again. Worst experience.."
11178,"I really like your low interest, but I think you need to increase the amount that someone can loaned. This app is great."
11179,"Really disgusting. I submitted my details for verification three months ago. To date, it's still pending and the limit is zero. I'm uninstalling the app now."
11180,"There was no option for 0 star, so i choose 1 star! This si a rediculous app, they provide me very first time loan of Rs. 500/- and i paid that amount before 1. Day, and today after almost 1.5 year everytime i tried to apply for loan, they guys reject my application. Fraud application."
11181,"It's truly awesome. Genuinely,I borrowed from the app.I like the most is there process.Its very easy and simple.After submitting my application I got the loan.I got money in my account within 30 minutes.Must use for urgent need.👍"
11182,"All the loan apps I have come across.You are the best and truly you are the best.If I can add an extra star to the five stars for excellence.I will do that. Thanks You Branch App.Pls increase the limit of N100,000 to more which can be recieve by Branch Account."
11183,"This loan app is simply the best. easy registration, low interest rate and quick disbursement. I recommend this loan app to everyone looking for loan that gives peace of mind."
11184,"Very Very Disappointed with This app.My repayment was one week late in August. Since then today it has been 6 months, the loan approval has not been received. Bad App Service."
11185,Its so unfortunate i waiting for 30 days and i was decline again now to wait for another 30 days. I think it's time ti say good bye to your platform please kindly delete of my profile and details from your App and platform. Thanks
11186,"Customer care is bad, really bad, there is miscommunication since each message is looked at by different personel, and there is no sense of urgency and the features don't compliment the mobile banking market, it's hard to transact with alot services"
11187,Okay this is the Best of The Best I've seen..used it more than once and they don't fail me Fair interest rates and even when I don't pay on time like a 2 or 3day over due they don't Do threat calls I'm inlove with their services But Just one Issue Why is it not Available for iOS?Please Fix that
11188,"This is a wonderful app. Efficient, fast and moreso reliable. Just work in the loan limit increase after the paying the loan. Fantastic app !Keep it 👆"
11189,Branch loan app is one of the finest app when it comes to loan. They are swift in disbursement and has a flexible payment plan. I will recommend it to anyone who needs urgent money and can pay in due date.
11190,Wow! Branch is so amazing and reliable anyday and anytime. Thank you for rescuing me as usual. Please also consider the interest rate for older customers as it is still on a very high side. Thank you and Keep doing the good job
11191,"This app has been giving me issues since last year..i had issue with the phone number on my bvn ..i have successfully changed it yet am unable to get loan ..even the referral i did last year ,i couldnt pay out ..till now i cant borrow money pls look into it.before i forget ur customer care handle have not been helpful .."
11192,"waste of time , useless App, can't even loan #1,000. said not qualify for the loan at the moment, do i need to have #1m in my account before I can qualify for #1k , Rubbish.. don't waste your time downloading the App. it doesn't even worth one Star"
11193,"Useless aap ,This is a very bad app, its service is also so bad that I cannot tell you, once I took a loan from this app and also did my repayment on time.But still they have put my application in wait list for last 3 months and making silly excuses🤔"
11194,"it's a good app but it takes so many days to give you first loan which the principal cash is low,maybe they are trying to gain some trust who knows,but I think the interest is cool with me"
11195,"Despite defauling and writing to you explaining the same, stripping off a loan limit does not do anyone service as they now have to work to achieve the deficit which they did not have in the first place. Take a leaf from your fellow lenders. A rollover fee or penalty is enough-.... Elevating trouble the lot of you"
11196,Excellent application for instant loan when you really need it and there process is very quick disbursement is best and gives you a tenure which you can repay your amount ..I will definitely recommend to the others when you are really need of a loan
11197,"Very useful, has helped me a lot. I'd give it 5 stars if i got to choose the principal amount and interest is reasonable but still a bit high."
11198,"i have been using the branch as their client and trust me,i can remend any of my friends or anybody,the customer care is good,its perffectly fast and surficient,i like the survices,never hesitate to use the branch,thanks"
11199,"From all the loan app I've used so far, this is one of the app I love most even though the level they've always give me is low I still love it because of their understanding. You have understanding so much👍👍👍"
11200,Branch! What a wonderful experience with this app. Nobody does it better than BRANCH. Branch app is snappy and so easy to use by anyone. I prescribed this App to any online user.
11201,It is an awesome application for loans. Provides instant loan during emergency. I would have rated more than 5 stars if that woulf have been possible. Thank you Team Branch.
11202,"An excellent app. Easy loan application, easy repayment and soft interest rate. I wish there was a sixth star rating"
11203,"I am so disappointed with the app in that I have taken a loan twice and it was a good going but now I can't qualify for a higher limit than I thought,,,, I paid high they give out a lower limit than the previous one"
11204,This is totally wogas bad apps. They didn't provide any loan. I am already 6 times applied in just 2days but all times shows that technical issues plz apply after sometimes. I am not satisfied. Plz ignore this apps.
11205,"Branch is Super helpful. They got your back all the time, been using this platform for about 2 years and each they always come through for me."
11206,"it's an awesome experience with you guys, thank you, the App is user friendly, repayment plan was flexible.. you guys are great. thanks."
11207,"This is the best online loan so far i have come across in recent time. Very easy to access, flexable repayment plan, and above all, very, very low interest rate."
11208,"the branch server is always hard to reach. whenever I am ready to repay my loan, the server is always hard or impossible to reach. please work on the accessibility of your server. thank you"
11209,I love this app...its simple to use..the loan is instant and also when you repay it reflects immediately .....i would recommend it to anyone with a financial emergency...thank you branch
11210,"good app loan,helped me when i needed it the most ,you can crear a budget with branch app, good in investing, i can say its helpful, their response is the best, very cool and understandind customer care"
11211,Good but not trustable 100%.It reaches a time when their system blocks your account and this is very embarrassing . uneecommendable.
11212,"Very easy access to quick loan with stress free payment term, Easiest way to quick loan with good payment condition. I like it."
11213,Very bad app .... They make you pay the given amount and create a hip about next higher loan amount and They give loan only for initial months and later doesn't approve the loan request mentioning it's need time for prosising and dines .
11214,I love this app like seriously very very good to use. Although I've not collect money from this app but my friend have collect coming from this app and a very very good no much interest and no disturbing. 5star for Branch.
11215,This app is not good because even after applying all the required documents. It says that you don't have enough data in mobile for eligibility of loan.
11216,"Very fast in transaction. I was broke and requested for money, to my amazement, I received alert the next 40 minutes. I encourage anyone who needs money, to delve into ""BRANCH"" for swift business."
11217,Great banking app but I'm very disappointed due to the fact that I can't withdraw the money from my investment balance even when it's more than 24 hours of investment. So disappointing
11218,"I really love this app, thou the loan offer was small but repaying wasn't stressful at all and the time frame given for repayment is long and convenient I would have given a 5star, but the loan offer was really small"
11219,It's so easy and low interest would love u increase my creditability. Honestly shouldn't have paid back with intrest.. I thought i can withdraw again but waiting time is 6 months later. Worst lending platform
11220,"Very great app, I recommend it for everyone, always reliable when you need quick cash and a flexible repayment plan 👍"
11221,I never knew the worth of this app wen I first installed it bcos I had issues repaying back then which I later paid. I later reinstalled but they refused to grant me loan. It's one of the best loan apps and i will give 5stars wen am able to get a loan
11222,"Fanstatic, but the rate seems a bit high. It has been quite helpful but the interest is high; higher than what i got from my bank."
11223,It is a very useful app i am really happy with the app and the user experience is very good but i have only one problem that my limit is increasing very slowly
11224,"Disgusting service received, i got late for one emi,but paid pending emi in advance, cleared my due, though they rejected my new loan application in my need. So I never recommend this app, no support on chat available. So disgusting service."
11225,"Wow! This is unbelievable. My exeperience is awesome. The app is simply the best. No stress, very fast and loan is disbursed within seconds. I give it 5 star"
11226,"This is a Very good loaning app. Fair interest with higher amount, longer duration and extension as well. I recommend."
11227,"100% best money loan app Worth 10times better than banks. I've been using it now for almost 6 months now and never for once experienced unruly and ""slow actions"" from its customer Care😘😍🤩 You guys are wonderful!!"
11228,"i lost my phone and couldnt retrieve my old digit , i want to pay for my old debt and continue enjoying this app but i cant , branch is requesting for my old number so i can continue , pls work on this so we can use either the second registered number or have way to use the app with new number as long as it same bvn number linked to bank and digit thanks ,hope to hear from you soon"
11229,"If anyone has to speak the truth here then it's totally me because i still can't believe what happened in less than 5 minutes after installing Branch and requesting for a loan. I've been requesting for a loan from other apps like fairmoney, easymoni and easybuy and they've utterly failed to give me any loan; and here is Branch that I've not even funded my wallet yet and they gave me the loan😭, I'm seriously grateful because you've saved someone from depression. Thank you. I give you 7 X 77 ⭐"
11230,"The App is amazing, and reasonable the ower should be commeneded.. Their interest rate is fair.. My only issue is that instalments doesn't go more than 2 months..."
11231,I don't know what's going on with this app gave been using it since all this while and it's working well. This all started about two weeks ago and you people will be asking me to wait for a week before I can apply for a loan I don't k ow Maybe it's because am applying on a weekend now I will wait till Monday before I apply and see what happened.
11232,"The most harder app to gain acess to but easy, low interest rate, free of fraud and very quick of urgent for the needy. Thank you BRANCH- personal finance loan. You are the king o"
11233,Very apt and effective. Loans requests are dispensed with speed and on time. I thump up for you. Thanks for being there in terms of needs.
11234,It is such an amazing app I'm really really grateful for you and I will still be your customer now and forever more but do something about the rates that you charge I think it's summer or higher but you are of great importance to me I really appreciate you so much thanks a lot
11235,"Really very good experienced with this platform. Nice one rate of interest is too low comparison to other aap,, best loan aap, previously i used kreditbee loan aap last 3/4 years but interest rate is to high."
11236,"What's going on? I can't see my wallet balance, it's only displaying my repayment amount. I need to transact. This is annoying. Fix it asap."
11237,App wise it's far better than so many apps in the market. But their processing fee & intrests are very high compare to other apps. Hope they will decrease in future.
11238,"I can't imagine myself putting 70k on the app and I couldn't withdraw it. Please, this so should be adjusted, very very dissapointed. I need my money to pay a bill on a promise and I was deprived of withdrawing it."
11239,"Well the app is good. I applied, I was given 1500 and repaid all even before the end date. Pls try and increase the amount you avail people so it can be used meaningfully. Thanks"
11240,"Best Loan app. But at a time it was quite difficult to pay back cox they introduced a new means of paying back and so i couldn't do that easily. During that period I equally lost my phone. Anyways it a year now am owing, thou I couldn't easily reach a representative to put me through.... I will pay back this month, but i hope they will still trust me to loan me another one. 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭. And please i need a representative to call me, I wana make enquiries"
11241,They are uploading our full details. And when we trying to delete our account.. There is no account delete option and there is no delete options for our personal data uploaded...
11242,"Branch I prefer to all other commercial banks as their proficiency, efficiency, and swift service provision can't be compared with other banks. I love using the bank."
11243,Worst! I have deposited my money in my wallet account successfully but when i transfer the money from my wallet account to my personal account the app show me your withdrawal is pending up to now so what do you mean how can i fix it the things really gets me anger
11244,"This application is really great to loans beginner, It's very simple and fast to proceed your loan I have using its for last 5 months no any problem, It's really good ihave suggest to all loan beginner try with branch."
11245,It's so easy and Branch is very dependable. I love Branch. The services are excellent. The staff are not rude but very respectful unlike the other online banking establishments.
11246,I have been using the app for over 3 months now. So far is been good. The only issue why I gave 4 star is that the interest rate is kind of high. Outside that the app is good
11247,Good app. few issues though 1.transaction costs are extremely high..if I borrow say 500 i'll end up paying over 600 which is unresonable considering the small amount i borrowed. 2.Your intrest rates are also way too high.
11248,"Your services are good but the loans offered are too low that am forced to look for another alternative.   I don't know the criteria used to determine the loan growth, since I've borrowed and paid in time severally but it has never grown."
11249,Branch is one of My favorite app. They got smooth operation system with no added charges even when your repayment is overdue. Well done to the organization!
11250,"I like this app. On top of giving loans,it has a savings plan with 15% interest!However I have issue with your high interest rate you reviewed this month of 25%.Its not tenable."
11251,"Branch still remains the best app ever, they are very patient with their customers and u wil never see them sending threatening msgs. I will recommend it to anyone over and over again"
11252,Fist impression counts! Quick disbursement of loan! I'mhappy about the App. But make sure records are put in order to avoid misconception. Good one for Branch!
11253,"Bad app... Not provide loan ..After paying the loan six times, I paid off the loan in full after one time defult during the Corona period. But the latter did not give me the loan and blocked my branch account. You give loans to people in times of trouble. And now when you have faith you have not given the loan. So I have completely lost faith in this branch application."
11254,It was one of the best app But now after making all payments and not having any default payment they will first decrease your ammount and didn't give any reason for this.after that if you try to borrow the smaller ammount then they reject your application and will give some silly reason for that I dont think branch should deserve its loyal old customers who always made their payments on or before time... So don't go for higher ammount They may throw you in the worst situation
11255,"There's no better loan and finance app, and believe me I've tried several. Branch has proven to be simply the best in the about two years I've been using the platform"
11256,"The branch app is very good and nice, they are always ready to pay, thanks The branch app is great and dependable, fast and reliable also they are the best so far, thanks branch, I recommend to everyone"
11257,The most Non trustworthy app....I have been using this app more than a year and always paid my dews on or before time......sometimes 7-8 days before.....but I don't know why they rejected my loan this time yet they are showing that I am eligible for 15000 amount.....you can not trust this app in your needs and urgency
11258,I love the way Branch treat their customers on phone. I have been trying to login for some weeks but is not going through telling me no network mean while there is network on my phone.This issues should be resolved as soon as possible.It is causing delay to my repayment.
11259,Branch has become a colossal disappointment that has prompted me to delete the app from my phone.. I've not been granted a loan for 2 months now after paying back an initial loan... They've become a disappointment
11260,Very bad app I took loan from this app told successful transferred to your acont I check my acnt bt in that acnt have no mone then again. I checked branch pcl app they showing after 12 hrs taking for disbursement .then how I will pay repayment. I didn't use that money also
11261,"Branch is still the best app for loan, investment, wallet, free transfer, even for airtime, good and nice staffs that are customer- oriented. Keep it up"
11262,"You guys are simply the best! However, kindly review your interest rate downward. Also review the time limit for repayment of loan disbursed. Never had issues with loan application and repayment through my ever dependable Gtbank."
11263,"Well, this is just about the exact app you would want to have by your side, best services ever, disbursement record quick, I would recommend to anyone worth their salt."
11264,"So far I've had a good experience with Branch, but right now I have a problem with a transaction and I have sent a message to customer care but no response. I want to request for a fund recall but I haven't been replied to yet"
11265,"Best loan app I have used so far. Okay interest rate. Simple to obtain loan, unlike some other loan app that would call your relatives and employer trying to review a person and in the process informing these people that you are trying to obtain some cheap loan."
11266,"This app is great 💪💪 Fair interest, repayment duration is wow.., easy to use, and very fast responding to issues. I recommend it to everyone"
11267,Branch international loan is fast and better.the only issue they have is repayment problem.they should make it in a way where by someone can pay though any bank application ( ussd ) not only on (gtb) so that it will be more easier for everybody.
11268,I did not know that branch is such an easy app to use and quick in loan disbursement. It's really good and would recommend my friends on it.
11269,"Most legit banking and loaning app I recommend it, it's really fast, secure and easy to use. Thank you Branch."
11270,It's a big fraud app only data collection and make fool all please google remove this app from the store cheating everyone don't given any loan fraud. My problem is not a eligibility matter. App every time shows the adress you given does not matching your registered id . I have only one id. How many times I am update d no Dismatching idont see everything is same as my id iam uploaded. So you check your system
11271,They're extremely kind and patient 😭😭😭😭. Very professional and really really patient. God bless them. At the end of the day try to pay so you don't get your bvn blacklisted.
11272,"Awesome. I get loan constantly. No embarrassing calls, just subtle sms reminder. I however, want to advice they increase loan amount to individual request after three loans repayment"
11273,The services are pathetic and no matter how on time you pay your previous loans they still have to take probably an hour or so to review yout credit status. People opt for these services incase of emergencies and honesty you are terrible at tht. Run for other cheaper loan apps. Kcb mpesa perhaps
11274,This app is one of the best!! If not the best I have ever come across... Its interface is easy to navigate and customer service is great!! 👏👏
11275,"It has being a wonderful experience of absolute integrity with the organization, keep it up! Of all money lender apps i choose branch because its simply the best!"
11276,"Wow...this branch app is super good, very fast, I was very surprised at their prompt disbursement. Guys they are very reliable...I give them 5 stars.. keep it up branch, another 5 🌟🌟🌟🌟🌟 repayment Is super fast."
11277,"This is a very good app, quick disbursement, low interest and with Long time repayment but only the increase level is too low, they should try to do something to increase it"
11278,"Great app, saved me during my accident for urgent treatment but unfortunately now,I wad denied to be granted loan,may be bcos of my long time default. Though I paid all after I left hospital and I wish I can be approved, all the way it's a great app and life saving support"
11279,"Very nice app, just that I repaid my loan with a different account and they still debit my own account . Pls u people should transfer my money back to me."
11280,Very good application. It settle loan amount in few minutes. It requires minimum kyc documents for loan approval. And a very good thing it didn't have unnecessary calls. 😃😃😃
11281,This app is reliable and fast in advancing loan. The terms of repayment are also flexible and considerate. I really appreciate your services
11282,Used to be a good loan app but not anymore what's with this issue of your customers paying then immediately you tell them they are listed and can't access a loan.Yet when I call Metropol am being told am not listed what the hell it's so annoying.
